item_id	path_type	path	included	assigned_agent	bytes	sha16	depth	core_descendant_files	reason
OH_MY_HUMANIZE_MAIN-HZ-001	directory	.	yes	agent_01	35039469	-	0	3336	directory contains included core algorithm descendant(s)
OH_MY_HUMANIZE_MAIN-SKIP-001	directory	.github	no		0	-	1	0	directory only contains skipped non-core files
OH_MY_HUMANIZE_MAIN-SKIP-002	directory	.omp	no		0	-	1	0	no included core algorithm descendants
OH_MY_HUMANIZE_MAIN-SKIP-003	directory	assets	no		0	-	1	0	no included core algorithm descendants
OH_MY_HUMANIZE_MAIN-HZ-002	directory	crates	yes	agent_02	1813855	-	1	84	directory contains included core algorithm descendant(s)
OH_MY_HUMANIZE_MAIN-HZ-003	directory	docs	yes	agent_03	1018467	-	1	72	directory contains included core algorithm descendant(s)
OH_MY_HUMANIZE_MAIN-HZ-004	directory	infra	yes	agent_04	13381	-	1	2	directory contains included core algorithm descendant(s)
OH_MY_HUMANIZE_MAIN-HZ-005	directory	packages	yes	agent_05	30127617	-	1	3030	directory contains included core algorithm descendant(s)
OH_MY_HUMANIZE_MAIN-SKIP-004	directory	patches	no		0	-	1	0	no included core algorithm descendants
OH_MY_HUMANIZE_MAIN-HZ-006	directory	python	yes	agent_06	1268054	-	1	84	directory contains included core algorithm descendant(s)
OH_MY_HUMANIZE_MAIN-HZ-007	directory	scripts	yes	agent_07	715192	-	1	53	directory contains included core algorithm descendant(s)
OH_MY_HUMANIZE_MAIN-SKIP-005	directory	types	no		0	-	1	0	no included core algorithm descendants
OH_MY_HUMANIZE_MAIN-HZ-008	file	.fallowrc.jsonc	yes	agent_08	1212	0ed3f44dd11648d8	0		workspace configuration participating in build/runtime/tooling algorithms
OH_MY_HUMANIZE_MAIN-SKIP-006	file	.gitattributes	no		1032	826fe4b36f70ae8f	0		outside the core algorithm subset
OH_MY_HUMANIZE_MAIN-SKIP-007	file	.gitignore	no		1124	c9cf16062aa66d59	0		metadata only; not algorithm behavior
OH_MY_HUMANIZE_MAIN-HZ-009	file	AGENTS.md	yes	agent_09	17007	01533a2dd6ad8422	0		behavior-defining documentation for workflow/state-machine algorithms
OH_MY_HUMANIZE_MAIN-SKIP-008	file	Cargo.lock	no		123165	50722b6242bd5d33	0		dependency lockfile; skipped as generated/package metadata
OH_MY_HUMANIZE_MAIN-HZ-010	file	Cargo.toml	yes	agent_10	24798	4f36fff3fedb8285	0		workspace configuration participating in build/runtime/tooling algorithms
OH_MY_HUMANIZE_MAIN-SKIP-009	file	Dockerfile	no		7167	2d319d04ff62d4d8	0		outside the core algorithm subset
OH_MY_HUMANIZE_MAIN-SKIP-010	file	Dockerfile.dockerignore	no		1388	daa9e778b0c7a2d5	0		outside the core algorithm subset
OH_MY_HUMANIZE_MAIN-SKIP-011	file	Dockerfile.robomp	no		3126	7d2ba9e71e2daf84	0		outside the core algorithm subset
OH_MY_HUMANIZE_MAIN-SKIP-012	file	Dockerfile.robomp.dockerignore	no		1817	e5ed7d15e3045b86	0		outside the core algorithm subset
OH_MY_HUMANIZE_MAIN-SKIP-013	file	LICENSE	no		1106	545636e19386d3d4	0		outside the core algorithm subset
OH_MY_HUMANIZE_MAIN-HZ-011	file	README.md	yes	agent_11	35217	5c6734625fd75a36	0		behavior-defining documentation for workflow/state-machine algorithms
OH_MY_HUMANIZE_MAIN-HZ-012	file	biome.json	yes	agent_12	1442	5777849c4a6fc966	0		workspace configuration participating in build/runtime/tooling algorithms
OH_MY_HUMANIZE_MAIN-SKIP-014	file	bun.lock	no		148353	03ed125da94cd4c2	0		dependency lockfile; skipped as generated/package metadata
OH_MY_HUMANIZE_MAIN-HZ-013	file	bunfig.toml	yes	agent_13	617	bc01ce882599f631	0		workspace configuration participating in build/runtime/tooling algorithms
OH_MY_HUMANIZE_MAIN-SKIP-015	file	package.json	no		9977	74352f7dcba116aa	0		package-level build metadata; skipped unless workspace-level
OH_MY_HUMANIZE_MAIN-HZ-014	file	rust-analyzer.toml	yes	agent_14	118	c6cd6275848b2899	0		workspace configuration participating in build/runtime/tooling algorithms
OH_MY_HUMANIZE_MAIN-HZ-015	file	rust-toolchain.toml	yes	agent_15	160	7a493e59d8ab13ba	0		workspace configuration participating in build/runtime/tooling algorithms
OH_MY_HUMANIZE_MAIN-HZ-016	file	rustfmt.toml	yes	agent_16	1568	a968cdc7f093de45	0		workspace configuration participating in build/runtime/tooling algorithms
OH_MY_HUMANIZE_MAIN-HZ-017	file	tsconfig.base.json	yes	agent_17	488	32cf486d088acc13	0		workspace configuration participating in build/runtime/tooling algorithms
OH_MY_HUMANIZE_MAIN-SKIP-016	file	tsconfig.json	no		124	967637649fe0dbe9	0		package-level build metadata; skipped unless workspace-level
OH_MY_HUMANIZE_MAIN-HZ-018	file	tsconfig.tools.json	yes	agent_18	276	50bbe24f2def0fbd	0		workspace configuration participating in build/runtime/tooling algorithms
OH_MY_HUMANIZE_MAIN-SKIP-017	directory	.github/ISSUE_TEMPLATE	no		0	-	2	0	no included core algorithm descendants
OH_MY_HUMANIZE_MAIN-SKIP-018	directory	.github/actions	no		0	-	2	0	no included core algorithm descendants
OH_MY_HUMANIZE_MAIN-SKIP-019	directory	.github/workflows	no		0	-	2	0	directory only contains skipped non-core files
OH_MY_HUMANIZE_MAIN-SKIP-020	directory	.omp/commands	no		0	-	2	0	no included core algorithm descendants
OH_MY_HUMANIZE_MAIN-SKIP-021	directory	.omp/skills	no		0	-	2	0	no included core algorithm descendants
OH_MY_HUMANIZE_MAIN-SKIP-022	directory	crates/brush-builtins-vendored	no		0	-	2	0	no included core algorithm descendants
OH_MY_HUMANIZE_MAIN-SKIP-023	directory	crates/brush-core-vendored	no		0	-	2	0	no included core algorithm descendants
OH_MY_HUMANIZE_MAIN-HZ-019	directory	crates/pi-ast	yes	agent_19	100820	-	2	6	directory contains included core algorithm descendant(s)
OH_MY_HUMANIZE_MAIN-HZ-020	directory	crates/pi-iso	yes	agent_20	119743	-	2	10	directory contains included core algorithm descendant(s)
OH_MY_HUMANIZE_MAIN-HZ-021	directory	crates/pi-natives	yes	agent_21	452559	-	2	29	directory contains included core algorithm descendant(s)
OH_MY_HUMANIZE_MAIN-HZ-022	directory	crates/pi-shell	yes	agent_22	1140733	-	2	39	directory contains included core algorithm descendant(s)
OH_MY_HUMANIZE_MAIN-SKIP-024	directory	docs/images	no		0	-	2	0	directory only contains skipped non-core files
OH_MY_HUMANIZE_MAIN-SKIP-025	directory	docs/skills	no		0	-	2	0	no included core algorithm descendants
OH_MY_HUMANIZE_MAIN-HZ-023	directory	docs/toolconv	yes	agent_23	173874	-	2	9	directory contains included core algorithm descendant(s)
OH_MY_HUMANIZE_MAIN-HZ-024	directory	docs/tools	yes	agent_24	397172	-	2	28	directory contains included core algorithm descendant(s)
OH_MY_HUMANIZE_MAIN-SKIP-026	directory	infra/docs	no		0	-	2	0	no included core algorithm descendants
OH_MY_HUMANIZE_MAIN-HZ-025	directory	packages/agent	yes	agent_25	680727	-	2	45	directory contains included core algorithm descendant(s)
OH_MY_HUMANIZE_MAIN-HZ-026	directory	packages/ai	yes	agent_26	4802310	-	2	459	directory contains included core algorithm descendant(s)
OH_MY_HUMANIZE_MAIN-HZ-027	directory	packages/catalog	yes	agent_27	1209458	-	2	91	directory contains included core algorithm descendant(s)
OH_MY_HUMANIZE_MAIN-HZ-028	directory	packages/coding-agent	yes	agent_28	17645574	-	2	1799	directory contains included core algorithm descendant(s)
OH_MY_HUMANIZE_MAIN-HZ-029	directory	packages/collab-web	yes	agent_29	303061	-	2	70	directory contains included core algorithm descendant(s)
OH_MY_HUMANIZE_MAIN-HZ-030	directory	packages/hashline	yes	agent_30	270903	-	2	29	directory contains included core algorithm descendant(s)
OH_MY_HUMANIZE_MAIN-HZ-031	directory	packages/mnemopi	yes	agent_01	943199	-	2	132	directory contains included core algorithm descendant(s)
OH_MY_HUMANIZE_MAIN-HZ-032	directory	packages/natives	yes	agent_02	172790	-	2	15	directory contains included core algorithm descendant(s)
OH_MY_HUMANIZE_MAIN-HZ-033	directory	packages/snapcompact	yes	agent_03	1021260	-	2	83	directory contains included core algorithm descendant(s)
